ID,homo_lumo_gap_ev,final_single_point_energy_hartree,homo_energy_ev,lumo_energy_ev,chemical_hardness_eta_ev,electrophilicity_index_omega_ev,dipole_moment_magnitude_debye,electronegativity_chi_ev
DB16040,1.9846,-5932.27397337,-4.4432,-2.4586,0.9923,6.00055971,34.07009929,3.4509
DB16074,3.2367,-5360.06117021,-4.7663,-1.5296,1.61835,3.06163352,18.50368696,3.14795
DB16084,3.9437,-4177.3388871,-5.0406,-1.0969,1.97185,2.38791657,22.72343511,3.06875
DB16138,1.3294,-5061.55649626,-4.6682,-3.3388,0.6647,12.05657609,29.89885386,4.0035
DB16169,2.6027,-5716.18219189,-4.9565,-2.3538,1.30135,5.13317767,23.62157683,3.65515
DB16745,2.8495,-4772.78777701,-4.3332,-1.4837,1.42475,2.96861955,32.73323361,2.90845
DB16895,2.579,-4794.8046171,-4.551,-1.972,1.2895,4.12461506,24.88701361,3.2615
DB16965,2.8931,-5341.834676,-4.8895,-1.9964,1.44655,4.0973021,41.0096954,3.44295
DB17016,3.3945,-5133.29174616,-5.0318,-1.6373,1.69725,3.27565877,37.37085018,3.33455
DB17021,2.8327,-5760.8460809,-5.0138,-2.1811,1.41635,4.56866117,22.55246149,3.59745
DB17148,1.7909,-9934.92619656,-3.9653,-2.1744,0.89545,5.26214698,17.80545811,3.06985
DB17152,2.0729,-5052.8482523,-4.9408,-2.8679,1.03645,7.35392393,19.41973712,3.90435
DB17174,1.4773,-4933.63365142,-4.987,-3.5097,0.73865,12.21720553,36.220369,4.24835
DB17191,3.2652,-5464.39668766,-5.0534,-1.7882,1.6326,3.58381497,20.37308358,3.4208
DB17193,3.2169,-5329.09459911,-5.0005,-1.7836,1.60845,3.57673636,31.65054617,3.39205
DB17200,2.6347,-5619.02825758,-4.9652,-2.3305,1.31735,5.05059765,17.6531029,3.64785
DB17297,2.9441,-5344.89936738,-4.8711,-1.927,1.47205,3.92430315,16.1345761,3.39905
DB17384,2.5337,-5279.02893571,-4.5613,-2.0276,1.26685,4.28361716,32.49946453,3.29445
DB17414,2.3943,-5575.43887042,-4.8697,-2.4754,1.19715,5.63322203,25.18963184,3.67255
DB17421,3.1636,-5208.24346592,-5.0092,-1.8456,1.5818,3.71319723,24.60888827,3.4274
DB17554,3.8858,-4111.91687137,-5.0042,-1.1184,1.9429,2.41174473,25.38453631,3.0613
DB17571,2.4194,-5446.92029159,-4.7018,-2.2824,1.2097,5.04040771,48.2171091,3.4921
DB17576,3.0067,-5036.81899503,-4.9803,-1.9736,1.50335,4.02074743,32.63920364,3.47695
DB17624,3.8591,-4152.38588173,-4.8632,-1.0041,1.92955,2.23013198,41.35496291,2.93365
DB17634,2.6373,-4832.15814491,-5.0135,-2.3762,1.31865,5.17647462,28.61409524,3.69485
DB17696,3.4217,-4991.03461551,-4.9539,-1.5322,1.71085,3.07372748,31.56317769,3.24305
DB17697,3.128,-4999.18463789,-5.0631,-1.9351,1.564,3.9142266,30.00637979,3.4991
DB17733,3.7004,-4494.12575917,-4.9279,-1.2275,1.8502,2.5597874,21.96993752,3.0777
DB17742,3.927,-4725.08908445,-5.0098,-1.0828,1.9635,2.36311273,29.97361356,3.0463
DB17754,2.5929,-5892.66151465,-4.43,-1.8371,1.29645,3.78693185,12.08097099,3.13355
DB17801,2.1682,-5207.62861348,-4.9976,-2.8294,1.0841,7.0636852,22.8383675,3.9135
DB17816,2.7261,-4980.71499451,-4.9894,-2.2633,1.36305,4.82389286,28.86132953,3.62635
DB17856,3.3165,-4846.78450947,-4.4413,-1.1248,1.65825,2.33540398,29.4415325,2.78305
DB17865,2.5669,-5765.34271255,-5.0221,-2.4552,1.28345,5.44528568,26.17269022,3.73865
DB17927,3.169,-5199.58676973,-4.3567,-1.1877,1.5845,2.42508452,41.24084823,2.7722
DB17993,3.5612,-4317.73673272,-4.6282,-1.067,1.7806,2.27699252,24.0831551,2.8476
DB18000,2.8559,-4760.78416788,-4.9969,-2.141,1.42795,4.46003155,36.75073161,3.56895
DB18002,3.4299,-4592.59088246,-5.0259,-1.596,1.71495,3.19612522,29.10106598,3.31095
DB18006,2.598,-4674.90648392,-5.0023,-2.4043,1.299,5.27884176,14.14156858,3.7033
DB18012,2.5275,-7946.53680189,-4.9877,-2.4602,1.26375,5.486767,20.55183515,3.72395
DB18016,2.4667,-5567.74455167,-5.0076,-2.5409,1.23335,5.77490699,16.27213228,3.77425
DB18018,3.5326,-6003.11033015,-4.9818,-1.4492,1.7663,2.92686414,30.07806507,3.2155
DB18031,3.0545,-6263.56521646,-4.6787,-1.6242,1.52725,3.2514772,40.91358871,3.15145
DB18035,2.0517,-5197.28157064,-4.8597,-2.808,1.02585,7.16401317,39.17366236,3.83385
DB18041,2.9422,-4724.87722807,-4.9609,-2.0187,1.4711,4.13931889,31.71949356,3.4898
DB18044,3.9431,-5031.58370009,-5.0342,-1.0911,1.97155,2.37879461,26.78947511,3.06265
DB18063,3.0271,-5089.04680203,-4.0209,-0.9938,1.51355,2.07684055,38.13916024,2.50735
DB18077,3.1671,-6043.32731491,-4.9748,-1.8077,1.58355,3.63126411,34.83949982,3.39125
DB18080,3.3151,-5201.25574015,-4.9785,-1.6634,1.65755,3.32681032,25.61272356,3.32095
DB18090,3.3729,-8234.31556867,-5.0287,-1.6558,1.68645,3.31187852,40.5496336,3.34225
DB18104,2.2428,-5912.628768,-4.7706,-2.5278,1.1214,5.93751589,34.89032879,3.6492
DB18106,3.0866,-5554.32091954,-4.9095,-1.8229,1.5433,3.6711276,23.70392818,3.3662
DB18106,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB18107,3.5125,-9591.35089053,-4.5845,-1.072,1.75625,2.27729482,24.21260799,2.82825
DB18108,3.1219,-4409.82485317,-5.0215,-1.8996,1.56095,3.83593526,29.18505222,3.46055
DB18110,2.8305,-4936.21059482,-4.5699,-1.7394,1.41525,3.51592179,50.7208374,3.15465
DB18115,1.5996,-5476.28584636,-4.6751,-3.0755,0.7998,9.38856595,42.95142446,3.8753
DB18122,2.9003,-4899.32010696,-4.9576,-2.0573,1.45015,4.24170103,29.46242818,3.50745
DB18149,3.1123,-5444.18977946,-4.6735,-1.5612,1.55615,3.12240819,30.40449137,3.11735
DB18157,3.6093,-5579.07728465,-4.9862,-1.3769,1.80465,2.80449406,38.277995,3.18155
DB18203,2.7261,-6283.75711311,-4.96,-2.2339,1.36305,4.74599219,19.91592387,3.59695
DB18215,2.598,-4674.90648392,-5.0023,-2.4043,1.299,5.27884176,14.14156858,3.7033
DB18245,2.9391,-5558.56881121,-4.8608,-1.9217,1.46955,3.91295858,24.42650505,3.39125
DB18248,2.9894,-4658.29708348,-4.9791,-1.9897,1.4947,4.06136461,15.89243159,3.4844
DB18250,2.6234,-5914.99167518,-4.7967,-2.1733,1.3117,4.62957422,58.1051045,3.485
DB18251,2.8175,-5965.42784642,-4.6015,-1.784,1.40875,3.61797784,46.64898748,3.19275
DB18268,3.7768,-5063.72430134,-4.8714,-1.0946,1.8884,2.35603924,36.42406898,2.983
DB18282,2.5592,-4537.55983318,-4.9534,-2.3942,1.2796,5.27383809,28.67752943,3.6738
DB18303,2.6918,-5867.20109634,-5.0462,-2.3544,1.3459,5.08664094,22.22140637,3.7003
DB18315,2.8262,-4985.25173758,-4.9636,-2.1374,1.4131,4.46042398,33.43300197,3.5505
DB18365,3.1172,-5975.5874718,-4.5516,-1.4344,1.5586,2.87374856,34.99177927,2.993
DB18390,3.2016,-5399.37317758,-4.6451,-1.4435,1.6008,2.89472841,33.14020802,3.0443
DB18400,2.1317,-5189.95640165,-4.9053,-2.7736,1.06585,6.91531468,21.90714451,3.83945
DB18409,3.1917,-5678.62634888,-5.06,-1.8683,1.59585,3.75985689,41.57900602,3.46415
DB18444,2.1662,-5246.21900476,-4.3675,-2.2013,1.0831,4.97981874,38.05335874,3.2844
DB18445,3.7459,-4691.82180194,-4.9556,-1.2097,1.87295,2.53683521,24.20701959,3.08265
DB18464,3.9618,-4950.238076,-4.9909,-1.0291,1.9809,2.28686456,27.90219786,3.01
DB18488,3.3715,-5517.17464871,-4.6968,-1.3253,1.68575,2.68913602,32.72374003,3.01105
DB18515,2.8885,-6016.46974787,-4.4267,-1.5382,1.44425,3.07945577,28.64078299,2.98245
DB18539,3.925,-5831.71476752,-5.027,-1.102,1.9625,2.39265229,12.15253681,3.0645
DB18545,2.638,-5626.63656674,-4.4204,-1.7824,1.319,3.64620241,35.58108216,3.1014
DB18600,2.4531,-5515.80418162,-4.3342,-1.8811,1.22655,3.93685073,20.4615586,3.10765
DB18678,3.8263,-5639.91507105,-4.9993,-1.173,1.91315,2.48917278,15.8045655,3.08615
DB18682,3.3964,-5494.97730567,-4.8532,-1.4568,1.6982,2.93075757,42.48046044,3.155
DB18706,2.3495,-5008.91612907,-4.8275,-2.478,1.17475,5.67890298,20.01097462,3.65275
DB18708,2.7309,-5030.22510976,-4.9544,-2.2235,1.36545,4.71659969,29.90725676,3.58895
DB18737,2.4332,-5417.12823522,-5.064,-2.6308,1.2166,6.08354708,39.41867711,3.8474
DB18746,2.5872,-5364.09332182,-4.7875,-2.2003,1.2936,4.71835854,25.43920433,3.4939
DB18749,3.2475,-5928.46706107,-5.0381,-1.7906,1.62375,3.58977242,49.94252448,3.41435
DB18752,1.4279,-5283.96864407,-4.5664,-3.1385,0.71395,10.39384481,34.0486946,3.85245
DB18767,2.5932,-5633.94109197,-4.9677,-2.3745,1.2966,5.19704427,29.73176984,3.6711
DB18791,2.6908,-5544.04137761,-4.7801,-2.0893,1.3454,4.38425899,38.2496014,3.4347
DB18791,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB18792,3.8861,-5543.39381138,-4.9946,-1.1085,1.94305,2.39622177,46.04028133,3.05155
DB18799,2.9888,-4629.21783423,-4.9475,-1.9587,1.4944,3.98952744,28.23650384,3.4531
DB18811,2.788,-6984.91375474,-4.9289,-2.1409,1.394,4.48189312,28.14486527,3.5349
DB18814,2.7576,-4837.86412415,-4.7613,-2.0037,1.3788,4.14900865,31.48924424,3.3825
DB18821,3.4194,-4912.61134541,-5.0239,-1.6045,1.7097,3.21223654,24.81047395,3.3142
DB18847,2.9819,-4628.75167396,-4.8868,-1.9049,1.49095,3.86726491,30.8365046,3.39585
DB18865,2.3883,-5428.71841204,-4.8557,-2.4674,1.19415,5.61359478,32.82000495,3.66155
DB18866,2.5527,-5588.15420399,-4.8488,-2.2961,1.27635,4.99956869,16.33269032,3.57245
DB18879,3.6415,-6881.2358725,-4.8502,-1.2087,1.82075,2.52027113,29.50247321,3.02945
DB18883,2.4215,-6038.62415083,-4.989,-2.5675,1.21075,5.89517781,40.13165924,3.77825
DB18888,3.3027,-5011.56951603,-4.8383,-1.5356,1.65135,3.0752567,31.91572778,3.18695
DB18899,3.8778,-4346.05215522,-4.8789,-1.0011,1.9389,2.22899582,24.76937405,2.94
DB18902,3.1879,-5151.31154675,-5.0477,-1.8598,1.59395,3.74177015,27.05779256,3.45375
DB18903,3.2709,-5566.81436476,-4.6905,-1.4196,1.63545,2.85344416,28.63328018,3.05505
DB18905,3.5222,-5172.985761,-5.0035,-1.4813,1.7611,2.98482703,24.32582034,3.2424
DB18918,2.7063,-5049.30518153,-4.9611,-2.2548,1.35315,4.81000007,21.88078645,3.60795
DB18957,2.1553,-5109.65047884,-4.7155,-2.5602,1.07765,6.14019052,35.65739093,3.63785
DB18963,3.1796,-5374.89220873,-4.8443,-1.6647,1.5898,3.33116438,38.6995492,3.2545
DB18967,2.6528,-5592.44354785,-4.9732,-2.3204,1.3264,5.01325024,41.57141148,3.6468
DB18971,3.7115,-5069.45330275,-4.7758,-1.0643,1.85575,2.29737087,20.54206447,2.92005
DB18973,3.1516,-9664.63408471,-5.0116,-1.86,1.5758,3.74562814,21.05587179,3.4358
DB18975,3.036,-5493.30867891,-5.0416,-2.0056,1.518,4.08951152,42.03011032,3.5236
DB18980,3.0114,-5550.69199108,-4.5683,-1.5569,1.5057,3.11467051,20.23432023,3.0626
DB18982,2.4651,-4974.52906569,-4.7417,-2.2766,1.23255,4.99538912,29.84465472,3.50915
DB18988,3.6891,-4991.28796237,-4.9743,-1.2852,1.84455,2.65520996,34.74014722,3.12975
DB19027,3.9664,-4911.94102757,-5.0317,-1.0653,1.9832,2.34301943,35.42778318,3.0485
DB19031,3.3334,-5456.04219202,-5.0125,-1.6791,1.6667,3.35824613,22.32545157,3.3458
DB19033,3.4104,-5316.31984642,-4.943,-1.5326,1.7052,3.07393527,34.50060654,3.2378
DB19034,3.6335,-5774.37390601,-4.9032,-1.2697,1.81675,2.62176238,42.15594678,3.08645
DB19038,1.6897,-5030.81952388,-4.251,-2.5613,0.84485,6.86622348,34.83454341,3.40615
DB19043,2.4577,-5495.611836,-4.8842,-2.4265,1.22885,5.43662108,24.29120101,3.65535
DB19044,3.056,-4937.86387045,-5.0329,-1.9769,1.528,4.01973953,17.98487315,3.5049
DB19055,3.431,-5378.81762335,-4.6189,-1.1879,1.7155,2.45693138,40.24588294,2.9034
DB19070,1.2866,-5612.78344068,-4.9809,-3.6943,0.6433,14.62363886,28.32441224,4.3376
DB19077,2.4853,-4817.50362181,-4.8849,-2.3996,1.24265,5.33778017,27.62764869,3.64225
DB19088,2.5069,-6133.91552801,-4.9435,-2.4366,1.25345,5.43159639,24.5790024,3.69005
DB19108,3.1329,-5128.50914546,-4.9857,-1.8528,1.56645,3.73177266,14.38524703,3.41925
DB19123,2.3103,-5618.51765455,-4.9661,-2.6558,1.15515,6.28634372,20.50249102,3.81095
DB19125,3.6605,-5482.47684023,-4.7846,-1.1241,1.83025,2.38442396,29.93501361,2.95435
DB19126,2.8211,-6384.93711137,-5.0026,-2.1815,1.41055,4.57368516,29.95851746,3.59205
DB19133,2.3195,-5654.83445055,-4.9812,-2.6617,1.15975,6.29596038,35.55964812,3.82145
DB19135,2.7494,-5194.40992656,-5.0028,-2.2534,1.3747,4.78762989,11.7727879,3.6281
DB19137,2.8555,-5658.78236725,-4.6008,-1.7453,1.42775,3.52591361,29.65199526,3.17305
DB19139,3.6761,-4977.09101458,-5.0053,-1.3292,1.83805,2.7288356,27.40179597,3.16725
DB19153,3.0371,-5180.72467636,-4.9327,-1.8956,1.51855,3.83801002,42.54205515,3.41415
DB19160,3.1766,-6557.05925609,-4.9214,-1.7448,1.5883,3.49731021,23.54439771,3.3331
DB19170,2.6377,-5129.58921868,-4.749,-2.1113,1.31885,4.46067749,24.15415517,3.43015
DB19179,1.3361,-5426.88549054,-5.0772,-3.7411,0.66805,14.550261,18.11018817,4.40915
DB19181,2.2066,-5115.44717701,-5.0186,-2.812,1.1033,6.94714678,30.55733226,3.9153
DB19189,3.1019,-4965.45933831,-4.8608,-1.7589,1.55095,3.53174088,30.51044052,3.30985
DB19199,2.9711,-5291.62356402,-4.925,-1.9539,1.48555,3.98162845,35.59721922,3.43945
DB19204,3.9113,-5057.05252049,-4.9801,-1.0688,1.95565,2.33868479,32.32229353,3.02445
DB19205,3.2427,-4917.50268101,-5.0246,-1.7819,1.62135,3.57174902,24.68028249,3.40325
DB19215,2.7927,-4576.84128549,-4.8027,-2.01,1.39635,4.15483952,22.76489481,3.40635
DB19217,3.0528,-5252.07952776,-5.0313,-1.9785,1.5264,4.0239531,28.70101604,3.5049
DB19218,3.3497,-5300.79472563,-4.7743,-1.4246,1.67485,2.86789572,23.60916578,3.09945
DB19238,3.0074,-5252.81045778,-4.8235,-1.8161,1.5037,3.66465121,22.82808468,3.3198
DB19308,1.4523,-4730.22781288,-3.5532,-2.1009,0.72615,5.50314102,17.03972227,2.82705
DB19311,2.1972,-5440.81061706,-4.8043,-2.6071,1.0986,6.24986915,27.32467897,3.7057
DB19336,3.9219,-4768.68193674,-4.9807,-1.0588,1.96095,2.32512049,18.67988643,3.01975
DB19356,3.9739,-4839.583175,-5.0705,-1.0966,1.98695,2.3926824,40.24290273,3.08355
DB19368,3.955,-4307.21177781,-5.0481,-1.0931,1.9775,2.3839657,30.33533343,3.0706
DB00140,1.6711,-4972.80814074,-3.754,-2.0829,0.83555,5.09685261,30.98944633,2.91845
DB00152,2.5546,-4802.16300163,-3.9318,-1.3772,1.2773,2.75830668,20.5260184,2.6545
DB00197,2.9966,-5401.48168496,-4.6732,-1.6766,1.4983,3.36380899,26.86323649,3.1749
DB00199,3.2993,-6124.25224251,-4.6673,-1.368,1.64965,2.7600435,47.19457081,3.01765
DB00203,2.6687,-5525.44026795,-4.728,-2.0593,1.33435,4.31553203,18.70924955,3.39365
DB00204,3.7554,-5718.45658046,-4.8813,-1.1259,1.8777,2.40230414,25.64822419,3.0036
DB00224,3.2001,-5616.22018388,-4.626,-1.4259,1.60005,2.86127727,34.5846222,3.02595
DB00232,3.2031,-6173.00059727,-4.9068,-1.7037,1.60155,3.41065766,33.46454411,3.30525
DB00238,2.8448,-4515.88717442,-4.9985,-2.1537,1.4224,4.49539202,25.04100995,3.5761
DB00245,3.7474,-4586.83034978,-4.8961,-1.1487,1.8737,2.43766392,21.35040883,3.0224
DB00246,2.9512,-5607.0637959,-4.4696,-1.5184,1.4756,3.03742071,19.59344352,2.994
DB00249,3.1817,-4774.6643185,-5.0453,-1.8636,1.59085,3.75058139,34.54600477,3.45445
DB00249,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB00270,1.9292,-4918.5553839,-4.9215,-2.9923,0.9646,8.11582916,27.57368099,3.9569
DB00271,2.5922,-5371.15701712,-4.9332,-2.341,1.2961,5.10319281,39.64156202,3.6371
DB00271,29.8043,-296.56640053,-23.8628,5.9415,14.90215,2.69401558,0.0,8.96065
DB00276,2.1791,-5241.31322317,-4.7008,-2.5217,1.08955,5.98463887,31.94064143,3.61125
DB00297,3.5567,-4529.11256766,-4.6389,-1.0822,1.77835,2.30065687,38.90292111,2.86055
DB00299,3.7183,-4531.21610536,-4.9786,-1.2603,1.85915,2.61704766,32.20919152,3.11945
DB00301,3.1856,-5874.41981348,-5.0429,-1.8573,1.5928,3.7365614,31.95405213,3.4501
DB00304,3.9429,-4573.09470141,-4.9918,-1.0489,1.97145,2.31365597,30.06484192,3.02035
DB00305,1.5347,-4819.16127215,-5.051,-3.5163,0.76735,11.95651093,34.88620266,4.28365
DB00334,3.0651,-4918.61482578,-4.3831,-1.318,1.53255,2.65101801,16.83024432,2.85055
DB00353,3.3465,-4733.47669321,-4.8025,-1.456,1.67325,2.92610356,34.4918631,3.12925
DB00365,2.9024,-4868.63392682,-4.7419,-1.8395,1.4512,3.73094904,28.89911266,3.2907
DB00374,3.94,-4914.63816135,-5.0214,-1.0814,1.97,2.36320862,24.20766588,3.0514
DB00377,2.9079,-4564.81663993,-4.5926,-1.6847,1.45395,3.38771066,26.41616386,3.13865
DB00387,3.6688,-4513.05327616,-4.7579,-1.0891,1.8344,2.3296043,27.25540777,2.9235
DB00402,1.7822,-5313.98988143,-4.7257,-2.9435,0.8911,8.25056512,21.08614056,3.8346
DB00405,3.5001,-6946.39274894,-4.9105,-1.4104,1.75005,2.85375966,24.73217197,3.16045
DB00425,3.355,-4617.77055603,-4.9843,-1.6293,1.6775,3.25929247,33.10340465,3.3068
DB00433,3.0811,-5440.73981947,-4.3908,-1.3097,1.54055,2.63669633,42.76933902,2.85025
DB00440,3.8752,-4630.62729785,-5.0097,-1.1345,1.9376,2.43543518,30.31524001,3.0721
DB00449,3.4542,-4813.95104738,-4.7234,-1.2692,1.7271,2.59910072,36.00244512,2.9963
DB00450,3.1214,-4907.73456551,-4.9862,-1.8648,1.5607,3.75922671,21.30845951,3.4255
DB00477,2.9488,-5268.70718201,-4.301,-1.3522,1.4744,2.70946404,21.83160197,2.8266
DB00480,3.1644,-4534.88800574,-5.0591,-1.8947,1.5822,3.82026091,22.08940074,3.4769
DB00481,1.9978,-5478.59644629,-4.5226,-2.5248,0.9989,6.21506742,37.96770962,3.5237
DB00490,2.7501,-4884.68121156,-4.3814,-1.6313,1.37505,3.28647697,19.1516028,3.00635
DB00496,3.1984,-4986.52886519,-4.3209,-1.1225,1.5992,2.31604893,15.52903294,2.7217
DB00497,3.6417,-4695.7825487,-4.7798,-1.1381,1.82085,2.40420274,26.35691179,2.95895
DB00504,3.5984,-4510.63767686,-4.6853,-1.0869,1.7992,2.31479914,27.79773801,2.8861
DB00518,3.5397,-4820.89346547,-4.647,-1.1073,1.76985,2.33861404,22.76058672,2.87715
DB00521,3.776,-4600.97232597,-4.9366,-1.1606,1.888,2.46132467,40.91615727,3.0486
DB00527,2.1439,-4735.8749975,-4.4689,-2.325,1.07195,5.38237292,26.69813154,3.39695
DB00575,3.3474,-5074.65914268,-4.6413,-1.2939,1.6737,2.63089256,38.78200863,2.9676
DB00577,3.8193,-4778.4998041,-4.9959,-1.1766,1.90965,2.49389654,30.4849643,3.08625
DB00582,3.089,-4908.21908144,-5.0523,-1.9633,1.5445,3.98338001,37.75703719,3.5078
DB00596,2.3918,-5456.92662508,-4.935,-2.5432,1.1959,5.84533356,19.96632187,3.7391
DB00604,3.1648,-5560.59802339,-4.4061,-1.2413,1.5824,2.51936353,27.83565638,2.8237
DB00606,3.1519,-5907.52953591,-5.0004,-1.8485,1.57595,3.72056785,34.47591136,3.42445
DB00643,2.5336,-4649.13439175,-5.0271,-2.4935,1.2668,5.58093467,39.87810085,3.7603
DB00650,3.3971,-5327.5120771,-4.7343,-1.3372,1.69855,2.71283685,46.90063421,3.03575
DB00652,3.2958,-4511.83277369,-4.363,-1.0672,1.6479,2.23671582,23.87004473,2.7151
DB00654,3.9149,-5032.4951517,-4.9476,-1.0327,1.95745,2.28383791,31.01727636,2.99015
DB00661,3.1461,-5102.33050054,-4.2404,-1.0943,1.57305,2.2614526,15.19969723,2.66735
DB00683,2.5985,-5059.63991841,-4.8986,-2.3001,1.29925,4.98569191,15.44751665,3.59935
DB00685,2.6997,-5156.98620102,-4.9872,-2.2875,1.34985,4.90066119,11.32701643,3.63735
DB00687,2.8176,-4935.2522798,-5.0311,-2.2135,1.4088,4.65682045,39.30618339,3.6223
DB00694,1.546,-5494.89386955,-5.0401,-3.4941,0.773,11.77758241,21.27089281,4.2671
DB00704,2.8482,-4773.13293754,-4.4061,-1.5579,1.4241,3.12208553,25.07958982,2.982
DB00719,2.8401,-4526.43594786,-4.5366,-1.6965,1.42005,3.41990912,37.85391707,3.11655
DB00730,2.8964,-4589.41260796,-4.8995,-2.0031,1.4482,4.11250921,37.53462382,3.4513
DB00734,3.086,-5003.55625993,-4.9245,-1.8385,1.543,3.70529561,19.25176435,3.3815
DB00751,3.6129,-4424.63627149,-4.8226,-1.2097,1.80645,2.5179664,30.71794606,3.01615
DB00760,2.8029,-5242.99364702,-4.9433,-2.1404,1.40145,4.47561505,47.3767188,3.54185
DB00764,2.5391,-5718.02686369,-5.0202,-2.4811,1.26955,5.54029988,29.38239761,3.75065
DB00766,3.9271,-4382.82290603,-5.0453,-1.1182,1.96355,2.41837057,32.55592661,3.08175
DB00769,2.8757,-5201.16645698,-4.9821,-2.1064,1.43785,4.36822619,29.6697023,3.54425
DB00777,2.3543,-5001.03741602,-4.3566,-2.0023,1.17715,4.29380381,27.8894108,3.17945
DB00787,3.8381,-4452.62210151,-5.0606,-1.2225,1.91905,2.571412,16.97913695,3.14155
DB00800,3.8129,-5001.56681692,-4.9422,-1.1293,1.90645,2.41699968,39.2283475,3.03575
DB00806,3.3481,-4592.59742195,-5.0091,-1.661,1.67405,3.32205087,28.67246148,3.33505
DB00810,3.3841,-4590.44173818,-4.4883,-1.1042,1.69205,2.31051507,27.33416421,2.79625
DB00824,3.3638,-4322.08739368,-5.0403,-1.6765,1.6819,3.35300867,25.59955546,3.3584
DB00834,2.1569,-4972.80471765,-4.4521,-2.2952,1.07845,5.27679277,23.87315062,3.37365
DB00835,3.5001,-6946.39274894,-4.9105,-1.4104,1.75005,2.85375966,24.73217197,3.16045
DB00841,3.9192,-4621.8062765,-5.0136,-1.0944,1.9596,2.37980098,30.12514339,3.054
DB00844,3.7144,-4813.68475552,-4.7898,-1.0754,1.8572,2.31535181,37.43710902,2.9326
DB00845,1.6317,-5824.20586709,-3.9016,-2.2699,0.81585,5.8355415,24.86833521,3.08575
DB00849,2.6645,-4480.71336291,-4.994,-2.3295,1.33225,5.0322436,23.8279741,3.66175
DB00858,3.7295,-4573.45071675,-4.9764,-1.2469,1.86475,2.59615651,25.93359023,3.11165
DB00878,3.8753,-5965.81979649,-4.9954,-1.1201,1.93765,2.41267387,41.95860172,3.05775
DB00882,2.6342,-5239.28391733,-4.7225,-2.0883,1.3171,4.40237991,28.05887442,3.4054
DB00889,2.6407,-4636.1900518,-4.5674,-1.9267,1.32035,3.99262836,43.56133106,3.24705
DB00896,2.6235,-4802.2400325,-5.0287,-2.4052,1.31175,5.26613962,33.42139451,3.71695
DB00899,3.4882,-4906.17817267,-4.6369,-1.1487,1.7441,2.39902868,33.29981173,2.8928
DB00900,3.3584,-4474.65493463,-5.0219,-1.6635,1.6792,3.3270734,20.6020479,3.3427
DB00916,1.8318,-4265.59402445,-5.0262,-3.1944,0.9159,9.22293159,29.29656658,4.1103
DB00933,3.2041,-5438.46880834,-4.478,-1.2739,1.60205,2.5814077,37.23120681,2.87595
DB00946,2.772,-4562.891742,-4.9531,-2.1811,1.386,4.59026061,34.53229064,3.5671
DB00950,3.264,-5240.02884622,-4.4389,-1.1749,1.632,2.41381361,31.40445606,2.8069
DB00964,3.3934,-5130.02793279,-4.6147,-1.2213,1.6967,2.50920139,39.36670153,2.918
DB00966,2.8277,-5286.59912775,-4.9457,-2.118,1.41385,4.41134647,30.14891245,3.53185
DB00977,3.965,-4568.56973224,-5.0433,-1.0783,1.9825,2.36279865,37.96671794,3.0608
DB00978,2.7872,-4890.50369354,-4.7838,-1.9966,1.3936,4.12365673,27.56773919,3.3902
DB00993,1.7361,-4920.63721793,-5.0565,-3.3204,0.86805,10.10489799,33.2615691,4.18845
DB01002,3.5567,-4529.11256766,-4.6389,-1.0822,1.77835,2.30065687,38.90292111,2.86055
DB01012,2.9121,-4847.48012835,-4.5522,-1.6401,1.45605,3.29183229,28.76210651,3.09615
DB01013,2.6068,-5549.62206083,-5.0416,-2.4348,1.3034,5.36064878,34.61515732,3.7382
DB01021,3.0513,-6593.27522301,-5.018,-1.9667,1.52565,3.99715155,32.10189175,3.49235
DB01023,2.7997,-5614.99887189,-4.9695,-2.1698,1.39985,4.55134519,24.26697043,3.56965
DB01025,2.2151,-4670.24401193,-4.9974,-2.7823,1.10755,6.83081261,23.95232114,3.88985
DB01026,2.9762,-6089.37612198,-4.4361,-1.4599,1.4881,2.9200672,15.79681647,2.948
DB01030,1.1996,-5072.22648446,-4.4317,-3.2321,0.5998,12.24029477,27.41206525,3.8319
DB01046,3.6932,-4998.8343592,-5.033,-1.3398,1.8466,2.74914572,52.32019129,3.1864
DB01054,1.3205,-4900.32168766,-4.8334,-3.5129,0.66025,13.1883233,34.68887098,4.17315
DB01063,1.8977,-5248.30525324,-4.3883,-2.4906,0.94885,6.23376524,20.17632249,3.43945
DB01071,3.4,-4924.63432283,-4.592,-1.192,1.7,2.45990118,23.41918613,2.892
DB01081,3.6446,-5063.89423328,-4.9502,-1.3056,1.8223,2.68445328,26.10312035,3.1279
DB01088,3.9414,-4800.00166134,-5.0517,-1.1103,1.9707,2.40842366,35.64264701,3.081
DB01092,3.185,-5675.75316334,-5.0238,-1.8388,1.5925,3.69664668,36.17590444,3.4313
DB01100,3.6815,-5165.17620119,-4.8977,-1.2162,1.84075,2.53835211,28.44896419,3.05695
DB01101,2.6472,-4941.93047749,-4.9835,-2.3363,1.3236,5.0600136,28.03398413,3.6599
